start,end,sent,mention,labels,pos,ner,type,ner2
0,1,"The result is that instead of the Pentagon 's proposed split of 60-40 between domestic and foreign bases , the reduced funding is distributed by a ratio of approximately 70-30 .",The,/person/artist /person/political_figure /person/artist/actor /person/artist/author /person/military /person,"DT NN VBZ IN RB IN DT NNP POS VBN NN IN JJ IN JJ CC JJ NNS , DT VBN NN VBZ VBN IN DT NN IN RB JJ .",O O O O O O O ORGANIZATION O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O /other/organization O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O ORGANIZATION O O O O O O O O O O O O O O O O O O O O O O O
10,11,Every part of his body was perfect -- from his head to his feet .,head,/person/title /person,DT NN IN PRP$ NN VBD JJ : IN PRP$ NN TO PRP$ NNS .,O O O O O O O O O O O O O O O,O O O /contact/first_name O O O O O O O O O O O,O O O O O O O O O O O O O O O
1,2,"It ferried busloads of people from all over the State , particularly from Shimoga , the Chief Minister 's home district , to watch the event .",ferried,/other/product,"PRP VBD NNS IN NNS IN DT IN DT NN , RB IN NNP , DT NNP NNP POS NN NN , TO VB DT NN .",O O O O O O O O O ORGANIZATION O O O LOCATION O O O O O O O O O O O O O,O O O O O O O O O /location O O O /location/city O O /contact/salutation /contact/salutation O O O O O O O O O,O O O O O O O O O LOCATION O O O CITY O O TITLE TITLE O O O O O O O O O
4,5,LRB - ' Kindom Hall ' - RRB,Hall,/person/artist/author /person/artist /person,SYM : '' NNP NNP POS : NN,O O O PERSON PERSON O O O,/other/organization O O O O O O O,ORGANIZATION O O O O O O O
1,2,"The Lord answered , ' Get up and go into Damascus .",Lord,/person /other/supernatural,"DT NNP VBN , '' VB RP CC VB IN NNP .",O O O O O O O O O O LOCATION O,O O O O O O O O O O /location/city O,O O O O O O O O O O CITY O
0,1,Seventeen US sailors were killed in the Cole attack .,Seventeen,/other/art /other/art/writing,CD NNP NNS VBD VBN IN DT NNP NN .,O LOCATION O O O O O O O O,/other/number /location/country O O O O O /contact/salutation /bio/cause_of_death O,NUMBER COUNTRY O O O O O TITLE CAUSE_OF_DEATH O
10,11,The company is also offering a free trial of its computers to consumers who qualify for its credit cards or leases .,computers,/other/product,DT NN VBZ RB VBG DT JJ NN IN PRP$ NNS TO NNS WP VBP IN PRP$ NN NNS CC NNS .,O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O
148,149,"Xiaosong Yu 's post as vice director of State Economic and Trade Committee , Fusen Zhang 's post as vice minister of the Ministry of Justice , Bolin Zhang 's post as vice minister of the Ministry of Personnel , Hongjiu Pu 's post as vice minister of the Ministry of Coal Industry , Xiliang Liu , Dongcai He and Weiguang Yang 's posts as vice ministers of the Ministry of Broadcasting , Films and TV Programs , Zanzhong Xia 's post as vice director of the Xinhua News Agency , Yizhong Li 's post as vice general manager of the China Petrochemical Corporation , Hong Zhang 's post as vice general manager of the China Petroleum & Natural Gas Corporation , Zengshou Song 's post as consul general-LRB-with the rank of ambassador-RRB-in San Francisco , Qiping Liao 's post as consul general in Sao Paulo , Congyong Wu 's post as consul general in Fukuoka , Xiucai Wang 's post as consul general in Karachi , Zhaoxiang Wen 's post as consul general in Dubai , Changcai Xu 's post as consul general in Barcelona , and Guoyan Mai 's post as consul general in Tijuana , were dismissed .",Wu,/location,"NNP NNP POS NN IN NN NN IN NNP NNP CC NNP NNP , NNP NNP POS NN IN NN NN IN DT NNP IN NNP , NNP NNP POS NN IN NN NN IN DT NNP IN NNP , NNP NNP POS NN IN NN NN IN DT NNP IN NNP NNP , NNP NNP , NNP PRP CC NNP NNP POS NNS IN NN NNS IN DT NNP IN NNP , NNS CC NN NNP , NNP NNP POS NN IN NN NN IN DT NNP NNP NNP , NNP NNP POS NN IN NN JJ NN IN DT NNP NNP NNP , NNP NNP POS NN IN NN JJ NN IN DT NNP NNP CC NNP NNP NNP , NNP NN POS NN IN NN NN DT NN IN JJ NNP NNP , NNP NNP POS NN IN NN JJ IN NNP NNP , NNP NNP POS NN IN NN JJ IN NNP , NNP NNP POS NN IN NN JJ IN NNP , NNP NNP POS NN IN NN JJ IN NNP , NNP NNP POS NN IN NN JJ IN NNP , CC NNP NNP POS NN IN NN JJ IN NNP , VBD VBN .",O O O O O O O O ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION O PERSON PERSON O O O O O O ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION O PERSON PERSON O O O O O O ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION O ORGANIZATION ORGANIZATION O O O O O O ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION O PERSON PERSON O O O O PERSON PERSON O O O O O O ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION O O O O O O ORGANIZATION ORGANIZATION O O O O O O O ORGANIZATION ORGANIZATION ORGANIZATION O PERSON PERSON O O O O O O O O ORGANIZATION ORGANIZATION ORGANIZATION O LOCATION LOCATION O O O O O O O O ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION O ORGANIZATION ORGANIZATION O O O O O O O O O LOCATION LOCATION O PERSON PERSON O O O O O O LOCATION LOCATION O ORGANIZATION ORGANIZATION O O O O O O LOCATION O PERSON PERSON O O O O O O LOCATION O ORGANIZATION ORGANIZATION O O O O O O LOCATION O ORGANIZATION ORGANIZATION O O O O O O LOCATION O O ORGANIZATION ORGANIZATION O O O O O O LOCATION O O O O,/contact/name /contact/name O O O O /contact/salutation O /other/organization /other/organization /other/organization /other/organization /other/organization O /contact/name /contact/name O O O /contact/salutation /contact/salutation O O /other/organization /other/organization /other/organization O /contact/name /contact/name O O O /contact/salutation /contact/salutation O O /other/organization /other/organization /other/organization O /contact/name /contact/name O O O /contact/salutation /contact/salutation O O /other/organization /other/organization /other/organization /other/organization O /contact/name /contact/name O /contact/name /contact/name O /contact/first_name /contact/first_name O O O O O O O /other/organization /other/organization /other/organization /other/organization /other/organization /other/organization /other/organization /other/organization O /contact/name /contact/name O O O O /contact/salutation O O /other/organization /other/organization /other/organization O /contact/first_name /contact/first_name O O O O /contact/salutation /contact/salutation O O /other/organization /other/organization /other/organization O /contact/first_name /contact/first_name O O O O /contact/salutation /contact/salutation O O /other/organization /other/organization /other/organization /other/organization /other/organization /other/organization O /contact/name /contact/name O O O /contact/salutation /contact/salutation O O O O /location/city /location/city O /contact/name /contact/name O O O /contact/salutation /contact/salutation O /location/city /location/city O /contact/name /contact/name O O O /contact/salutation /contact/salutation O /location/city O /contact/name /contact/name O O O /contact/salutation /contact/salutation O /location/city O /contact/name /contact/name O O O /contact/salutation /contact/salutation O /location/city O /contact/first_name /contact/first_name O O O /contact/salutation /contact/salutation O /location/city O O /contact/name /contact/name O O O /contact/salutation /contact/salutation O /location/city O O O O,PERSON PERSON O O O O TITLE O ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION O PERSON PERSON O O O TITLE TITLE O O ORGANIZATION ORGANIZATION ORGANIZATION O PERSON PERSON O O O TITLE TITLE O O ORGANIZATION ORGANIZATION ORGANIZATION O PERSON PERSON O O O TITLE TITLE O O ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION O PERSON PERSON O PERSON PERSON O PERSON PERSON O O O O O O O ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION O PERSON PERSON O O O O TITLE O O ORGANIZATION ORGANIZATION ORGANIZATION O PERSON PERSON O O O O TITLE TITLE O O ORGANIZATION ORGANIZATION ORGANIZATION O PERSON PERSON O O O O TITLE TITLE O O ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION O PERSON PERSON O O O TITLE O O O O O CITY CITY O PERSON PERSON O O O TITLE TITLE O CITY CITY O PERSON PERSON O O O TITLE TITLE O LOCATION O PERSON PERSON O O O TITLE TITLE O CITY O PERSON PERSON O O O TITLE TITLE O CITY O PERSON PERSON O O O TITLE TITLE O CITY O O PERSON PERSON O O O TITLE TITLE O CITY O O O O
6,7,"At least 10 states are resisting Drexel Burnham Lambert Inc. 's nationwide effort to settle its legal troubles , and some might instead try to revoke the firm 's license to sell securities within their borders .",Drexel,/organization/education /organization /location /organization/company,"IN JJS CD NNS VBP VBG NNP NNP NNP NNP POS JJ NN TO VB PRP$ JJ NNS , CC DT MD RB VB TO VB DT NN POS NN TO VB NNS IN PRP$ NNS .",O O O O O O ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O /other/number O O O /other/organization /other/organization /other/organization /other/organization O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O NUMBER O O O ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION O O O O O O O O O O O O O O O O O O O O O O O O O O O
2,4,"In this upcoming election , James Soong -LSB- who is a mainlander -RSB- is also getting a lot of support from Hakka people , who sympathize with his outsider status and remember his support for Hakka identity . ``",upcoming election,/other/event /other/event/election,"IN DT VBG NN , NNP NNP -LRB- WP VBZ DT NN -RRB- VBZ RB VBG DT NN IN NN IN JJ NNS , WP VBP IN PRP$ NN NN CC VB PRP$ NN IN JJ NN . ``",O O O O O PERSON PERSON O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O /contact/first_name O O /contact/name /contact/name O /other/organization O O O O O O O O O O O O /other O O O O O O O O O O O O O /other O O O,O O O O O PERSON PERSON O O O O O O O O O O O O O O O O O O O O O O O O O O O O MISC O O O
0,2,The team reported they managed to induce bacteria to produce a non-toxic version of the poisons produced by the bacterium that causes whooping cough .,The team,/organization/sports_team /organization,DT NN VBD PRP VBD TO VB NNS TO VB DT JJ NN IN DT NNS VBN IN DT NN WDT VBZ JJ NN .,O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O
7,9,First up was a conference at National Taiwan University on the subject of reviewing the cases of persons persecuted as `` communist spies . ``,Taiwan University,/organization/education /organization /location,RB RB VBD DT NN IN NNP NNP NNP IN DT NN IN VBG DT NNS IN NNS VBN IN `` JJ NNS . ``,O O O O O O ORGANIZATION ORGANIZATION ORGANIZATION O O O O O O O O O O O O O O O O,/other/number O O O O O /other/organization /other/organization /other/organization O O O O O O O O O O O O /interest/ideology O O O,ORDINAL O O O O O ORGANIZATION ORGANIZATION ORGANIZATION O O O O O O O O O O O O IDEOLOGY O O O
28,30,"The company , which recently said it lacked the profits and capital to pay dividends on its Series A convertible preferred stock , said it has hired an investment banker to help it raise additional cash .",investment banker,/person /person/title /other/product,"DT NN , WDT RB VBD PRP VBD DT NNS CC NN TO VB NNS IN PRP$ NNP NNP JJ JJ NN , VBD PRP VBZ VBN DT NN NN TO VB PRP VB JJ NN .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O /other/datetime/date O O O O O O O O O O O O O O O O O O O O O O O /contact/salutation /contact/salutation O O O O O O O,O O O O DATE O O O O O O O O O O O O O O O O O O O O O O O TITLE TITLE O O O O O O O
4,5,"Mark McGwire , the big , red-haired Oakland first baseman , had three hits in four at bats , two more than he 'd had in the five-game Dodger series in which he 'd gone 1-for-17 .",big,/person/artist /person /organization/company/news /organization/sports_league /person/artist/author /organization /organization/company,"NNP NNP , DT JJ , JJ NNP RB NN , VBD CD NNS IN CD IN NNS , CD JJR IN PRP MD VBD IN DT JJ NNP NN IN WDT PRP MD VBN JJ .",PERSON PERSON O O O O O LOCATION O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,/contact/name /contact/name O O /contact/salutation O O /location/city /contact/salutation /contact/salutation O O /other/number O O /other/number O O O /other/number O O O O O O O O /other O O O O O O O O,PERSON PERSON O O O O O ORGANIZATION TITLE TITLE O O NUMBER O O NUMBER O O O NUMBER O O O O O O O O MISC O O O O O O O O
11,12,But he continued to do the sins of Jeroboam son of Nebat who had caused the Israelites to sin .,Nebat,/person,CC PRP VBD TO VB DT NNS IN NNP NN IN NNP WP VBD VBN DT NNPS TO NN .,O O O O O O O O O O O O O O O O O O O O,O /contact/salutation O O O O O O O O O O O O O O /other O O O,O O O O O O O O O O O O O O O O MISC O O O
46,47,"It stood for not letting this resolution constitute a schism in the Lebanese national unity on one hand , and on the other hand , to not constitute any threat to sovereignty and legitimacy , especially in connection with the relationship between the government and the president .",president,/person/title /person,"PRP VBD IN RB VBG DT NN VBP DT NN IN DT JJ JJ NN IN CD NN , CC IN DT JJ NN , TO RB VB DT NN TO NN CC NN , RB IN NN IN DT NN IN DT NN CC DT NN .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O /bio/nationality O O O /other/number O O O O O O O O O O O O O O O O O O O O O O O O O O O O O /contact/salutation O,O O O O O O O O O O O O NATIONALITY O O O NUMBER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O TITLE O
5,6,The winning consortium can receive government grants of up to S $ 750 million .,government,/organization/government /organization,DT VBG NN MD VB NN NNS IN RB TO NN $ CD CD .,O O O O O O O O O O O MONEY MONEY MONEY O,O O O O O O O O O O O /finance/currency /finance/currency /finance/currency /finance/currency,O O O O O O O O O O O MONEY MONEY MONEY O
0,1,"First of all , what about allowing Clinton just to have a third time ?",First,/other/event /other/event/violent_conflict,"NNP IN DT , WP IN VBG NNP RB TO VB DT JJ NN .",O O O O O O O PERSON O O O O O O O,/other/number O O O O O O /contact/name O O O O /other/number O O,ORDINAL O O O O O O PERSON O O O O ORDINAL O O
1,2,"`` It 's more of an important issue to keep control of those assets , rather than push the investor to move into-LRB-specific-RRB-products such as equities , '' Mr. Grano says .",It,/other/health/malady /other/health,"`` PRP VBZ JJR IN DT JJ NN TO VB NN IN DT NNS , RB IN VB DT NN TO VB NNS JJ IN NNS , '' NNP NNP VBZ .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O PERSON O O,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O /contact/name O O,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O PERSON O O
0,1,"In earthquake forecasting , success means succeeding in your probing of the situation , and failure means failing in your probing .",In,/other/scientific,"IN NN NN , NN VBZ VBG IN PRP$ VBG IN DT NN , CC NN VBZ VBG IN PRP$ VBG .",O O O O O O O O O O O O O O O O O O O O O O,O /bio/cause_of_death O O O O O O O O O O O O O O O O O O O O,O CAUSE_OF_DEATH O O O O O O O O O O O O O O O O O O O O
0,1,"No , % huh",No,/other/language,"DT , NN NN",O PERCENT PERCENT O,O /other/percent /other/percent O,O PERCENT PERCENT O
29,30,"The New Party itself , which is on the edge of collapse , has nominated the renowned author Li Ao as its candidate , though Li is not a party member .",party,/organization /organization/political_party /organization/company,"DT NNP NNP PRP , WDT VBZ IN DT NN IN NN , VBZ VBN DT JJ NN NNP NNP IN PRP$ NN , IN NNP VBZ RB DT NN NN .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O /other/organization /other/organization O O O O O O O O O O O O O O /contact/salutation /contact/first_name /contact/first_name O O /contact/salutation O O /contact/first_name O O O O O O,O ORGANIZATION ORGANIZATION O O O O O O O O O O O O O O TITLE PERSON PERSON O O TITLE O O PERSON O O O O O O
